Date,Time,League,Home,Away,Diff_HT_P,Diff_Power,OU_Total,Odd_H,Odd_D,Odd_A
03-08-2025,9:00,Finland Veikkausliga  ,SJK Seinajoen,KTP Kotka,1.610833333,26.61333333,52.6,1.44,4.5,5.5
03-08-2025,10:30,Swedish Allsvenskan  ,IK Sirius FK,Osters IF,-15.95611111,-20.93111111,-24.4,1.7,3.9,4.5
03-08-2025,11:00,Norway Eliteserien  ,Stromsgodset,Haugesund,3.168571429,-22.58571429,33.68,1.57,4.33,4.75
03-08-2025,11:00,Latvian Higher League  ,Grobina,FK Rigas Futbola skola,-9.592424242,21.51757576,4.33,12,6.25,1.18
03-08-2025,11:00,Norway Eliteserien  ,KFUM Oslo,Rosenborg BK,-23.22392857,-10.32214286,5.1,2.35,3.5,2.88
03-08-2025,11:00,Latvian Higher League  ,Tukums-2000,Riga FC,-24.64636364,-8.335454545,4.4,17,9,1.1
03-08-2025,11:00,Ireland Premier Division  ,Waterford United,St. Patricks Athletic,14.955,24.93166667,29.8,3.9,3.5,1.91
03-08-2025,11:00,Norway Eliteserien  ,Molde,Bryne,-38.36285714,-25.47857143,-2.87,1.5,4.33,6
03-08-2025,11:00,Norway Eliteserien  ,Valerenga,Sandefjord,-29.84,4.404285714,11.33,2.1,3.9,3
03-08-2025,11:25,Lithuania - 1.Division  ,DFK Dainava Alytus,Suduva,-30.08363636,-21.13090909,23.8,5.25,4.1,1.45
03-08-2025,11:30,Uruguay Primera Division  ,Racing Club Montevideo,Wanderers FC,16.43454545,-2.650909091,-6.47,2.05,3.2,3.75
03-08-2025,12:00,Primera Division de Ecuador  ,Liga Dep. Universitaria Quito,Mushuc Runa,-2.557272727,19.27090909,0.76,1.38,4.5,7.5
03-08-2025,12:30,Chile Primera B  ,Deportes Temuco,CSD Antofagasta,25.07333333,15.14666667,19.1,2.2,3.25,2.9
03-08-2025,12:30,Chile Primera Division  ,O.Higgins,Union La Calera,-14.9125,3.8875,-59.3,1.75,3.6,4.75
03-08-2025,12:45,Argentine Division 2  ,Nueva Chicago,Almirante Brown,2.839090909,11.09272727,31.6,2.05,2.8,4.33
03-08-2025,14:00,Argentine Division 2  ,Los Andes,Racing de Cordoba,15.06666667,7.595,59.78,2.63,2.63,3.2
03-08-2025,14:00,Argentine Division 2  ,Gimnasia Mendoza,Atletico Mitre de Santiago del Estero,-16.05545455,1.722727273,7.4,1.62,3.5,6.5
03-08-2025,14:00,Argentine Division 2  ,San Telmo,Defensores Unidos,-38.16166667,-9.983333333,11.18,1.73,3.2,5.75
03-08-2025,14:00,Ireland Premier Division  ,Shamrock Rovers,Derry City,20.07666667,7.536666667,-6.87,1.8,3.3,4.75
03-08-2025,14:00,Argentine Division 2  ,Agropecuario de Carlos Casares,Temperley,-19.91833333,7.638333333,14.82,2.4,2.9,3.3
03-08-2025,14:00,Uruguay Primera Division  ,Liverpool URU,Danubio FC,-10.82636364,24.54363636,15.27,1.95,3.3,4
03-08-2025,14:15,Primera Division de Ecuador  ,Universidad Catolica,Sociedad Deportiva Aucas,12.1,3.13,-20,2.25,3.2,3.2
03-08-2025,14:30,Argentine Division 2  ,Club Atletico Guemes,Deportivo Madryn,-2.423333333,-19.90666667,46.5,2.9,2.63,3
03-08-2025,14:30,Argentine Division 2  ,Patronato Parana,Alvarado Mar del Plata,-21.43984848,-1.168333333,14.56,2,3,4.33
03-08-2025,14:30,Argentine Division 2  ,Chacarita juniors,Estudiantes de Caseros,-26.30772727,-18.94454545,20.98,2.2,2.75,3.9
03-08-2025,15:00,Chile Primera B  ,CD Copiapo S.A.,Union San Felipe,41.3875,18.9,53.2,1.7,3.8,4.33
03-08-2025,15:00,Chile Primera Division  ,Colo Colo,Huachipato,8.306666667,21.66777778,9,1.42,4.75,6.5
03-08-2025,15:00,Brazil Serie A  ,Corinthians Paulista (SP),Fortaleza,-14.72642857,24.42035714,10.1,1.91,3.25,4.33
03-08-2025,15:00,Argentina Cup  ,Racing Club,Deportivo Riestra,-35.83,-8.82,-4,1.65,3.5,5.75
03-08-2025,15:00,Brazil Serie B  ,Chapecoense SC,CRB AL,23.94444444,29.97555556,29.6,1.95,3.25,4.1
03-08-2025,15:00,Brazil Serie B  ,Gremio Novorizontin,Avai FC,-5.965555556,24.05555556,52.48,2.2,3,3.8
03-08-2025,15:00,Argentine Division 2  ,Estudiantes Rio Cuarto,Talleres Rem de Escalada,-12.37333333,7.691666667,-6.87,1.53,4,6.25
03-08-2025,15:00,Primera Division de Paraguay  ,Olimpia Asuncion,Cerro Porteno,-4.733516484,-2.821208791,7.1,2.7,3.2,2.63
03-08-2025,15:00,Brazil Serie A  ,Botafogo RJ,Cruzeiro,11.68321429,2.6025,-6.6,2.15,3.2,3.6
03-08-2025,15:00,Bolivia Primera Division  ,Club Guabira,Universitario De Vinto,-4.069047619,-23.25380952,-9.3,1.75,3.6,3.9
03-08-2025,15:00,Primera Division de Colombiano-Apertura  ,Deportivo Pereira,Deportiva Once Caldas,44.49987179,25.30820513,-7.31,2,2.9,4.5
03-08-2025,16:00,Peru Primera Division  ,Sport Huancayo,Ayacucho Futbol Club,3.16,-5.82,10,1.53,4.2,5.5
03-08-2025,16:00,Argentine Division 2  ,Central Norte Salta,Chaco For Ever,-10.10439394,-9.38030303,49.73,2.88,2.75,2.88
03-08-2025,16:30,Primera Division de Ecuador  ,Tecnico Universitario,Manta FC,-10.79272727,-18.95545455,-17.34,1.62,3.5,5.75
03-08-2025,16:30,Colombia Primera B  ,Patriotas FC,Boca Juniors De Cali,-34.15,-6.13,-19.93,1.48,3.9,7
03-08-2025,16:30,Uruguay Primera Division  ,Plaza Colonia,Miramar Misiones FC,-24.06909091,-2.83,-8.89,1.95,3.4,3.75
03-08-2025,17:00,Primera Division de Venezuela  ,Monagas SC,Academia Puerto Cabello,-20.56,1.995,-17.9,2,3.2,3.4
03-08-2025,17:10,Primera Division de Colombiano-Apertura  ,Alianza Petrolera,Atletico Bucaramanga,4.935,-1.02,4.73,2.55,3.1,2.88
03-08-2025,17:15,Argentine Division 2  ,Gimnasia Jujuy,Colon de Santa Fe,2.848181818,16.52545455,18.96,1.7,3.2,5.75
03-08-2025,17:15,Bolivia Primera Division  ,The Strongest,Blooming,-5.41,-3.233333333,55,1.3,4.75,7.5
03-08-2025,17:30,Brazil Serie A  ,Atletico Mineiro,Bragantino,-33.97,-11.4625,3.62,1.85,3.4,4.33
03-08-2025,17:30,Brazil Serie A  ,Ceara,Flamengo,28.00607143,-6.173928571,-10.57,4.33,3.3,1.91
03-08-2025,17:30,Chile Primera Division  ,Nublense,Everton CD,-12.41920635,8.018730159,-3.2,2.2,3.3,3.2
03-08-2025,17:30,Brazil Serie B  ,Atletico Paranaense,SC Paysandu Para,-62.81,-23.8,-30,1.53,3.8,7
03-08-2025,18:00,Colombia Primera B  ,Atletico FC,Jaguares de Cordoba,-3.618571429,-24.99857143,-17.2,4.5,3.6,1.73
03-08-2025,18:30,Brazil Serie A  ,Vitoria BA,Palmeiras,16.21964286,-31.97642857,24.4,4.33,3.4,1.9
03-08-2025,19:00,Primera Division de Ecuador  ,Libertad FC,Club Sport Emelec,-8.039090909,8.308181818,0.76,2.75,3.3,2.5
03-08-2025,19:15,Argentine Division 2  ,Ferrol Carril Oeste,All Boys,-29.82,-7.363333333,-1.88,2.15,2.9,3.9
03-08-2025,19:20,Primera Division de Colombiano-Apertura  ,Dep.Independiente Medellin,Millonarios,-25.22875,-13.61571429,-11.37,2,3.1,4.1
03-08-2025,19:30,Bolivia Primera Division  ,Independiente Petrolero,Jorge Wilstermann,17.27428571,12.98428571,2.8,1.7,3.7,4.33
03-08-2025,19:30,Brazil Serie A  ,Internacional RS,Sao Paulo,-37.3375,-11.0875,-19.3,2,3.25,4
03-08-2025,19:30,Primera Division de Venezuela  ,Universidad Central de Venezuela,Portuguesa FC,-31.70121212,-35.13727273,4.33,1.91,3.4,3.5
03-08-2025,20:00,Chile Primera B  ,Santiago Wanderers,San Marcos de Arica,-16.11507937,-10.86968254,27,2.15,3.2,3.2
03-08-2025,21:30,Primera Division de Colombiano-Apertura  ,Aguilas Doradas,Fortaleza F.C,-5.020454545,-33.90287879,1.89,2.3,2.9,3.5
